timestamp,turbine_id,wind_speed,vibration,gearbox_temperature,yaw_position,rotor_speed,power_output,data_source,is_anomaly,hour,day_of_week,month
2025-09-15 02:01:41.562105,WT003,0.6865062942849157,0.25701403849703974,0.5550066200635526,1.0,0.3827351669914367,0.9999999999999999,mock,0,2,0,9
2025-09-15 03:01:41.562105,WT004,0.6745291972733098,0.2430161852767293,0.47048657830662366,1.0,0.4906657211788217,0.9999999999999999,mock,0,3,0,9
2025-09-15 04:01:41.562105,WT002,0.7954379191563136,0.40536580396302746,0.6054299419816824,1.0,0.5792863349253883,0.9999999999999999,mock,0,4,0,9
2025-09-15 05:01:41.562105,WT003,0.9104039453348495,0.47817599946269396,0.7078504461239743,1.0,0.7201211526182636,0.9999999999999999,mock,1,5,0,9
2025-09-15 06:01:41.562105,WT003,0.7395531362559705,0.25890608287884154,0.7742947745167017,1.0,0.52104341243817,0.9999999999999999,mock,1,6,0,9
2025-09-15 07:01:41.562105,WT004,0.7308502567393834,0.6004613454032514,0.589155976711436,1.0,0.34401417750100216,0.9999999999999999,mock,1,7,0,9
2025-09-15 08:01:41.562105,WT001,0.8906244539537916,0.321611322113585,0.612357551782043,1.0,0.7798169780540876,0.9999999999999999,mock,0,8,0,9
2025-09-15 09:01:41.562105,WT004,0.767076814503416,0.36461914548273777,0.5298327718219187,1.0,0.5918100446432115,0.9999999999999999,mock,0,9,0,9
2025-09-15 10:01:41.562105,WT001,0.58777763931163,0.35114802205423257,0.67365405547261,0.0,0.26095141042631864,0.9999999999999999,mock,0,10,0,9
2025-09-15 11:01:41.562105,WT003,0.629579128544576,0.47087936441145706,0.5424066117262227,0.0,0.4511615593190539,0.9999999999999999,mock,0,11,0,9
2025-09-15 12:01:41.562105,WT001,0.4606669930965661,0.30286907679964314,0.7707763253271547,0.0,0.01204209586963334,0.9999999999999999,mock,1,12,0,9
2025-09-15 13:01:41.562105,WT003,0.39431306259987076,0.32294162626655476,0.3918094156189289,0.043478260869565216,0.12383128041676872,0.9999999999999999,mock,0,13,0,9
2025-09-15 14:01:41.562105,WT003,0.405015739308087,0.1745516402300457,0.620931020026906,0.08695652173913043,0.04977578991494558,0.9999999999999999,mock,0,14,0,9
2025-09-15 15:01:41.562105,WT002,0.1318779209772652,0.22736814273021128,0.7270768733184187,0.043478260869565216,0.0,0.9999999999999999,mock,1,15,0,9
2025-09-15 16:01:41.562105,WT001,0.11052827107129048,0.01557297866682622,0.7082372690099157,0.08695652173913043,0.0,0.9999999999999999,mock,1,16,0,9
2025-09-15 17:01:41.562105,WT001,0.20380958892740225,0.3276790971556547,1.0,0.08695652173913043,0.0,0.9999999999999999,mock,1,17,0,9
2025-09-15 18:01:41.562105,WT001,0.1490668508664693,0.12089341955558203,0.7348992391723406,0.08695652173913043,0.0,0.9999999999999999,mock,1,18,0,9
2025-09-15 19:01:41.562105,WT004,0.29337710547099016,0.29322206009677154,0.5174056653454269,0.08695652173913043,0.0,0.9999999999999999,mock,0,19,0,9
